"","seqnames","start","end","width","strand","peakNames"
"8117","1",26804669,26804945,277,"*",c("SRR5874657__09012", "SRR5874658__10147")
"8118","1",26809477,26809787,311,"*",c("SRR5874657__09013", "SRR5874658__10148")
"8119","1",26811775,26812310,536,"*",c("SRR5874657__09014", "SRR5874658__10149")
"8120","1",26814107,26814291,185,"*",c("SRR5874657__09015", "SRR5874658__10150")
"8121","1",26815473,26816237,765,"*",c("SRR5874657__09016", "SRR5874658__10152")
"8122","1",26817435,26817673,239,"*",c("SRR5874658__10154", "SRR5874657__09017")
"8123","1",26817853,26818090,238,"*",c("SRR5874658__10155", "SRR5874657__09018")
"8124","1",26822548,26822973,426,"*",c("SRR5874658__10156", "SRR5874657__09019", "SRR5874658__10157")
"8125","1",26826476,26827119,644,"*",c("SRR5874658__10159", "SRR5874657__09021", "SRR5874658__10160")
"8126","1",26830495,26830724,230,"*",c("SRR5874658__10161", "SRR5874657__09022", "SRR5874658__10162")
"8127","1",26832097,26832277,181,"*",c("SRR5874658__10164", "SRR5874657__09024")
"8128","1",26834957,26835213,257,"*",c("SRR5874658__10167", "SRR5874657__09025")
"8129","1",26841410,26841768,359,"*",c("SRR5874657__09026", "SRR5874658__10169")
"8130","1",26851880,26852155,276,"*",c("SRR5874657__09027", "SRR5874658__10170")
"8131","1",26863375,26863605,231,"*",c("SRR5874657__09028", "SRR5874658__10172")
"8132","1",26872085,26872389,305,"*",c("SRR5874658__10173", "SRR5874657__09029")
"8133","1",26879787,26880205,419,"*",c("SRR5874658__10174", "SRR5874657__09030")
"8134","1",26884966,26885082,117,"*",c("SRR5874658__10175", "SRR5874657__09031")
"8135","1",26887234,26887702,469,"*",c("SRR5874657__09032", "SRR5874658__10176")
"8136","1",26888244,26888412,169,"*",c("SRR5874658__10177", "SRR5874657__09033")
"8137","1",26891153,26891705,553,"*",c("SRR5874657__09034", "SRR5874658__10178")
"8138","1",26894693,26894998,306,"*",c("SRR5874657__09035", "SRR5874658__10179")
"8139","1",26895132,26895233,102,"*",c("SRR5874658__10180", "SRR5874657__09036")
"8140","1",26896110,26896287,178,"*",c("SRR5874657__09037", "SRR5874658__10181")
"8141","1",26899320,26900085,766,"*",c("SRR5874657__09039", "SRR5874658__10182", "SRR5874657__09040")
"8142","1",26903912,26904053,142,"*",c("SRR5874658__10184", "SRR5874657__09041")
"8143","1",26909582,26909859,278,"*",c("SRR5874658__10185", "SRR5874657__09042")
"8144","1",26920111,26920483,373,"*",c("SRR5874658__10186", "SRR5874657__09043")
"8145","1",26924348,26924887,540,"*",c("SRR5874658__10187", "SRR5874657__09045")
"8146","1",26926598,26926960,363,"*",c("SRR5874658__10188", "SRR5874657__09046")
"8147","1",26930116,26930561,446,"*",c("SRR5874658__10189", "SRR5874657__09047")
"8148","1",26931867,26932201,335,"*",c("SRR5874657__09048", "SRR5874658__10190", "SRR5874658__10191")
"8149","1",26935630,26936149,520,"*",c("SRR5874658__10192", "SRR5874657__09049")
"8150","1",26937830,26938490,661,"*",c("SRR5874657__09050", "SRR5874658__10193")
"8151","1",26939228,26939558,331,"*",c("SRR5874657__09051", "SRR5874658__10194")
"8152","1",26942921,26943183,263,"*",c("SRR5874658__10195", "SRR5874657__09052")
"8153","1",26960096,26960324,229,"*",c("SRR5874658__10197", "SRR5874657__09054")
"8154","1",26961663,26961896,234,"*",c("SRR5874658__10198", "SRR5874657__09055")
"8155","1",26963215,26963607,393,"*",c("SRR5874658__10199", "SRR5874657__09056")
"8156","1",26963827,26964322,496,"*",c("SRR5874657__09057", "SRR5874658__10200", "SRR5874657__09058")
"8157","1",26965112,26965224,113,"*",c("SRR5874657__09059", "SRR5874658__10201")
"8158","1",26965568,26966142,575,"*",c("SRR5874657__09060", "SRR5874658__10202")
"8159","1",26966233,26966405,173,"*",c("SRR5874658__10203", "SRR5874657__09061")
"8160","1",26966461,26966948,488,"*",c("SRR5874657__09062", "SRR5874658__10204")
"8161","1",26970921,26971307,387,"*",c("SRR5874657__09063", "SRR5874658__10205")
"8162","1",26977527,26977665,139,"*",c("SRR5874658__10208", "SRR5874657__09064")
"8163","1",26978407,26978733,327,"*",c("SRR5874658__10209", "SRR5874657__09065")
"8164","1",26979575,26979673,99,"*",c("SRR5874657__09066", "SRR5874658__10210")
"8165","1",26980885,26981117,233,"*",c("SRR5874658__10211", "SRR5874657__09067")
"8166","1",26981188,26981342,155,"*",c("SRR5874658__10212", "SRR5874657__09068")
"8167","1",26981872,26982006,135,"*",c("SRR5874657__09069", "SRR5874658__10213")
"8168","1",26983342,26983800,459,"*",c("SRR5874658__10214", "SRR5874657__09070")
"8169","1",26986762,26987234,473,"*",c("SRR5874657__09071", "SRR5874658__10215")
"8170","1",26989146,26989265,120,"*",c("SRR5874658__10216", "SRR5874657__09073")
"8171","1",26993611,26993836,226,"*",c("SRR5874657__09075", "SRR5874658__10217")
"8172","1",26993909,26994029,121,"*",c("SRR5874658__10218", "SRR5874657__09076")
"8173","1",26996523,26996841,319,"*",c("SRR5874657__09077", "SRR5874658__10219")
"8174","1",26999096,26999255,160,"*",c("SRR5874658__10220", "SRR5874657__09078")
"8175","1",27008114,27008242,129,"*",c("SRR5874658__10221", "SRR5874657__09080")
"8176","1",27008836,27008978,143,"*",c("SRR5874657__09081", "SRR5874658__10222")
"8177","1",27009406,27009595,190,"*",c("SRR5874657__09082", "SRR5874658__10223")
"8178","1",27009638,27009768,131,"*",c("SRR5874658__10224", "SRR5874657__09083")
"8179","1",27017796,27018238,443,"*",c("SRR5874657__09084", "SRR5874658__10226")
"8180","1",27022048,27022420,373,"*",c("SRR5874658__10227", "SRR5874657__09085")
"8181","1",27026172,27026832,661,"*",c("SRR5874657__09086", "SRR5874658__10228")
"8182","1",27028970,27029270,301,"*",c("SRR5874657__09087", "SRR5874658__10229")
"8183","1",27030623,27030857,235,"*",c("SRR5874657__09088", "SRR5874658__10230")
"8184","1",27031735,27031990,256,"*",c("SRR5874658__10231", "SRR5874657__09089")
"8185","1",27032799,27032979,181,"*",c("SRR5874657__09090", "SRR5874658__10233")
"8186","1",27033035,27033256,222,"*",c("SRR5874657__09091", "SRR5874658__10234")
"8187","1",27036872,27037052,181,"*",c("SRR5874657__09092", "SRR5874658__10235")
"8188","1",27039379,27039651,273,"*",c("SRR5874657__09093", "SRR5874658__10236")
"8189","1",27039773,27039948,176,"*",c("SRR5874657__09094", "SRR5874658__10237")
"8190","1",27040319,27040508,190,"*",c("SRR5874657__09095", "SRR5874658__10238")
"8191","1",27044163,27044296,134,"*",c("SRR5874658__10239", "SRR5874657__09097")
"8192","1",27044631,27044917,287,"*",c("SRR5874657__09098", "SRR5874658__10240")
"8193","1",27046209,27046517,309,"*",c("SRR5874658__10241", "SRR5874657__09099")
"8194","1",27048084,27048484,401,"*",c("SRR5874658__10242", "SRR5874657__09101")
"8195","1",27048630,27048855,226,"*",c("SRR5874658__10243", "SRR5874657__09102")
"8196","1",27049566,27049741,176,"*",c("SRR5874657__09103", "SRR5874658__10244")
"8197","1",27053930,27054177,248,"*",c("SRR5874658__10247", "SRR5874657__09105")
"8198","1",27057014,27057351,338,"*",c("SRR5874657__09106", "SRR5874658__10249")
"8199","1",27058246,27058369,124,"*",c("SRR5874658__10250", "SRR5874657__09107")
"8200","1",27060937,27061130,194,"*",c("SRR5874658__10251", "SRR5874657__09108")
"8201","1",27064473,27064955,483,"*",c("SRR5874657__09111", "SRR5874658__10252")
"8202","1",27065725,27065843,119,"*",c("SRR5874658__10253", "SRR5874657__09112")
"8203","1",27069784,27069891,108,"*",c("SRR5874657__09113", "SRR5874658__10255")
"8204","1",27073544,27073721,178,"*",c("SRR5874658__10256", "SRR5874657__09114")
"8205","1",27075702,27076047,346,"*",c("SRR5874658__10259", "SRR5874657__09115", "SRR5874657__09116")
"8206","1",27078433,27078574,142,"*",c("SRR5874657__09117", "SRR5874658__10260")
"8207","1",27081505,27081717,213,"*",c("SRR5874658__10261", "SRR5874657__09118")
"8208","1",27082189,27082311,123,"*",c("SRR5874657__09119", "SRR5874658__10262")
"8209","1",27084909,27085259,351,"*",c("SRR5874657__09121", "SRR5874658__10263")
"8210","1",27085339,27085478,140,"*",c("SRR5874657__09122", "SRR5874658__10264")
"8211","1",27085683,27085953,271,"*",c("SRR5874657__09123", "SRR5874658__10265")
"8212","1",27086490,27086851,362,"*",c("SRR5874657__09124", "SRR5874658__10266")
"8213","1",27088060,27088377,318,"*",c("SRR5874658__10267", "SRR5874657__09125")
"8214","1",27090515,27090730,216,"*",c("SRR5874657__09126", "SRR5874658__10268")
"8215","1",27090837,27090961,125,"*",c("SRR5874658__10269", "SRR5874657__09127")
"8216","1",27091356,27092010,655,"*",c("SRR5874657__09128", "SRR5874658__10270", "SRR5874658__10271")
"8217","1",27092433,27092768,336,"*",c("SRR5874657__09129", "SRR5874658__10272")
"8218","1",27094071,27094279,209,"*",c("SRR5874657__09130", "SRR5874658__10274")
"8219","1",27097018,27097196,179,"*",c("SRR5874658__10275", "SRR5874657__09131")
"8220","1",27097299,27097677,379,"*",c("SRR5874657__09132", "SRR5874658__10276")
"8221","1",27097713,27097967,255,"*",c("SRR5874657__09133", "SRR5874658__10277")
"8222","1",27100020,27100419,400,"*",c("SRR5874657__09134", "SRR5874658__10278")
"8223","1",27105746,27106088,343,"*",c("SRR5874657__09135", "SRR5874658__10279")
"8224","1",27107523,27107646,124,"*",c("SRR5874658__10281", "SRR5874657__09137")
"8225","1",27110359,27111095,737,"*",c("SRR5874657__09138", "SRR5874658__10282", "SRR5874658__10283")
"8226","1",27114481,27115103,623,"*",c("SRR5874657__09139", "SRR5874658__10285")
"8227","1",27118134,27118442,309,"*",c("SRR5874658__10286", "SRR5874657__09140")
"8228","1",27119416,27119542,127,"*",c("SRR5874657__09141", "SRR5874658__10287")
"8229","1",27123427,27123645,219,"*",c("SRR5874657__09142", "SRR5874658__10289")
"8230","1",27126791,27127459,669,"*",c("SRR5874658__10290", "SRR5874657__09143", "SRR5874658__10291", "SRR5874657__09144")
"8231","1",27127561,27128356,796,"*",c("SRR5874657__09145", "SRR5874658__10292")
"8232","1",27131740,27132111,372,"*",c("SRR5874658__10293", "SRR5874657__09146")
"8233","1",27136654,27136797,144,"*",c("SRR5874658__10294", "SRR5874657__09147")
"8234","1",27136830,27137251,422,"*",c("SRR5874657__09148", "SRR5874658__10295")
"8235","1",27140717,27140857,141,"*",c("SRR5874657__09149", "SRR5874658__10296")
"8236","1",27140923,27141081,159,"*",c("SRR5874658__10297", "SRR5874657__09150")
"8237","1",27145041,27145380,340,"*",c("SRR5874657__09151", "SRR5874658__10299")
"8238","1",27145420,27145757,338,"*",c("SRR5874657__09152", "SRR5874658__10300")
"8239","1",27148311,27148562,252,"*",c("SRR5874657__09153", "SRR5874658__10303")
"8240","1",27150986,27151445,460,"*",c("SRR5874658__10304", "SRR5874657__09155")
"8241","1",27151718,27152122,405,"*",c("SRR5874657__09156", "SRR5874658__10305")
"8242","1",27152514,27152787,274,"*",c("SRR5874657__09157", "SRR5874658__10306")
"8243","1",27153342,27153472,131,"*",c("SRR5874658__10307", "SRR5874657__09158")
"8244","1",27156180,27156371,192,"*",c("SRR5874657__09160", "SRR5874658__10308")
"8245","1",27159976,27160802,827,"*",c("SRR5874657__09162", "SRR5874658__10309", "SRR5874658__10310")
"8246","1",27160901,27161232,332,"*",c("SRR5874657__09163", "SRR5874658__10311")
"8247","1",27161693,27161997,305,"*",c("SRR5874657__09165", "SRR5874658__10312")
"8248","1",27162521,27162880,360,"*",c("SRR5874658__10313", "SRR5874657__09166", "SRR5874658__10314")
"8249","1",27164002,27164164,163,"*",c("SRR5874658__10315", "SRR5874657__09167")
"8250","1",27169714,27170897,1184,"*",c("SRR5874658__10316", "SRR5874657__09168")
"8251","1",27172686,27172826,141,"*",c("SRR5874658__10317", "SRR5874657__09169")
"8252","1",27179100,27179698,599,"*",c("SRR5874658__10318", "SRR5874657__09171")
"8253","1",27181843,27182080,238,"*",c("SRR5874658__10320", "SRR5874657__09173")
"8254","1",27183925,27184157,233,"*",c("SRR5874657__09174", "SRR5874658__10321")
"8255","1",27189527,27190157,631,"*",c("SRR5874657__09177", "SRR5874658__10322")
"8256","1",27190808,27191032,225,"*",c("SRR5874658__10323", "SRR5874657__09179")
"8257","1",27191185,27191515,331,"*",c("SRR5874657__09180", "SRR5874658__10324")
"8258","1",27192538,27192729,192,"*",c("SRR5874658__10325", "SRR5874657__09181")
"8259","1",27209345,27209777,433,"*",c("SRR5874658__10326", "SRR5874657__09182")
"8260","1",27210901,27211571,671,"*",c("SRR5874657__09183", "SRR5874658__10327")
"8261","1",27214622,27215063,442,"*",c("SRR5874658__10328", "SRR5874657__09184")
"8262","1",27221068,27221239,172,"*",c("SRR5874658__10329", "SRR5874657__09185")
"8263","1",27221350,27221443,94,"*",c("SRR5874658__10330", "SRR5874657__09186")
"8264","1",27221646,27221933,288,"*",c("SRR5874658__10331", "SRR5874657__09187")
"8265","1",27222492,27222629,138,"*",c("SRR5874658__10332", "SRR5874657__09188")
"8266","1",27224188,27224629,442,"*",c("SRR5874658__10333", "SRR5874657__09189")
"8267","1",27225785,27225931,147,"*",c("SRR5874658__10334", "SRR5874657__09190")
"8268","1",27232851,27233811,961,"*",c("SRR5874658__10335", "SRR5874657__09191", "SRR5874657__09192")
"8269","1",27236677,27236854,178,"*",c("SRR5874658__10336", "SRR5874657__09193")
"8270","1",27236898,27237087,190,"*",c("SRR5874658__10337", "SRR5874657__09194")
"8271","1",27239440,27239536,97,"*",c("SRR5874657__09195", "SRR5874658__10338")
"8272","1",27241458,27241896,439,"*",c("SRR5874658__10339", "SRR5874657__09197")
"8273","1",27244801,27245154,354,"*",c("SRR5874658__10342", "SRR5874657__09198")
"8274","1",27256996,27257321,326,"*",c("SRR5874658__10343", "SRR5874657__09199")
"8275","1",27257582,27257991,410,"*",c("SRR5874658__10344", "SRR5874657__09200")
"8276","1",27258490,27258690,201,"*",c("SRR5874658__10345", "SRR5874657__09201")
"8277","1",27258973,27259058,86,"*",c("SRR5874657__09202", "SRR5874658__10346")
"8278","1",27259475,27259741,267,"*",c("SRR5874658__10347", "SRR5874657__09203")
"8279","1",27260183,27260388,206,"*",c("SRR5874657__09204", "SRR5874658__10348")
"8280","1",27261183,27261285,103,"*",c("SRR5874657__09205", "SRR5874658__10349")
"8281","1",27263625,27264088,464,"*",c("SRR5874658__10350", "SRR5874657__09206")
"8282","1",27264237,27264743,507,"*",c("SRR5874658__10351", "SRR5874657__09207")
"8283","1",27265547,27265829,283,"*",c("SRR5874657__09208", "SRR5874658__10352")
"8284","1",27266342,27266542,201,"*",c("SRR5874658__10353", "SRR5874657__09209")
"8285","1",27273766,27274052,287,"*",c("SRR5874658__10354", "SRR5874657__09210")
"8286","1",27276241,27276434,194,"*",c("SRR5874658__10356", "SRR5874657__09211")
"8287","1",27276582,27277151,570,"*",c("SRR5874658__10357", "SRR5874657__09212")
"8288","1",27277396,27278600,1205,"*",c("SRR5874658__10358", "SRR5874657__09213")
"8289","1",27278828,27278909,82,"*",c("SRR5874658__10359", "SRR5874657__09214")
"8290","1",27282874,27283029,156,"*",c("SRR5874658__10360", "SRR5874657__09215")
"8291","1",27288363,27288684,322,"*",c("SRR5874658__10362", "SRR5874657__09216")
"8292","1",27289016,27289242,227,"*",c("SRR5874657__09217", "SRR5874658__10363")
"8293","1",27291034,27291155,122,"*",c("SRR5874658__10364", "SRR5874657__09218")
"8294","1",27292018,27292275,258,"*",c("SRR5874657__09219", "SRR5874658__10365")
"8295","1",27292653,27293182,530,"*",c("SRR5874657__09220", "SRR5874658__10366")
"8296","1",27298640,27298826,187,"*",c("SRR5874657__09221", "SRR5874658__10367")
"8297","1",27299918,27300235,318,"*",c("SRR5874658__10368", "SRR5874657__09222")
"8298","1",27300412,27300794,383,"*",c("SRR5874657__09223", "SRR5874658__10369")
"8299","1",27300986,27301444,459,"*",c("SRR5874657__09224", "SRR5874658__10370")
"8300","1",27301695,27301921,227,"*",c("SRR5874658__10371", "SRR5874657__09225")
"8301","1",27302233,27302535,303,"*",c("SRR5874658__10372", "SRR5874657__09226")
"8302","1",27303192,27303405,214,"*",c("SRR5874657__09227", "SRR5874658__10373")
"8303","1",27306210,27306368,159,"*",c("SRR5874658__10375", "SRR5874657__09228")
"8304","1",27307934,27308067,134,"*",c("SRR5874658__10376", "SRR5874657__09230")
"8305","1",27308416,27308552,137,"*",c("SRR5874658__10377", "SRR5874657__09231")
"8306","1",27311032,27311250,219,"*",c("SRR5874658__10379", "SRR5874657__09233")
"8307","1",27311840,27312163,324,"*",c("SRR5874657__09234", "SRR5874658__10380", "SRR5874658__10381")
"8308","1",27312357,27312602,246,"*",c("SRR5874658__10382", "SRR5874657__09235")
"8309","1",27312776,27313048,273,"*",c("SRR5874658__10383", "SRR5874657__09236")
"8310","1",27329856,27330079,224,"*",c("SRR5874658__10385", "SRR5874657__09238")
"8311","1",27331048,27331173,126,"*",c("SRR5874657__09239", "SRR5874658__10386")
"8312","1",27332709,27332880,172,"*",c("SRR5874657__09240", "SRR5874658__10387")
"8313","1",27337206,27337467,262,"*",c("SRR5874658__10388", "SRR5874657__09241")
"8314","1",27337872,27338052,181,"*",c("SRR5874658__10389", "SRR5874657__09242")
"8315","1",27338892,27339113,222,"*",c("SRR5874657__09243", "SRR5874658__10390")
"8316","1",27339888,27341091,1204,"*",c("SRR5874657__09244", "SRR5874658__10392")
"8317","1",27344135,27344320,186,"*",c("SRR5874657__09245", "SRR5874658__10393")
"8318","1",27346098,27346241,144,"*",c("SRR5874657__09247", "SRR5874658__10396")
"8319","1",27348098,27348409,312,"*",c("SRR5874658__10397", "SRR5874657__09248")
"8320","1",27349175,27349532,358,"*",c("SRR5874658__10399", "SRR5874657__09249")
"8321","1",27353598,27353848,251,"*",c("SRR5874658__10400", "SRR5874657__09250")
"8322","1",27358974,27359127,154,"*",c("SRR5874657__09251", "SRR5874658__10401")
"8323","1",27360950,27361161,212,"*",c("SRR5874658__10402", "SRR5874657__09252")
"8324","1",27362904,27363171,268,"*",c("SRR5874658__10404", "SRR5874657__09253")
"8325","1",27363372,27363767,396,"*",c("SRR5874657__09254", "SRR5874658__10405")
"8326","1",27363799,27363879,81,"*",c("SRR5874657__09255", "SRR5874658__10406")
"8327","1",27364318,27364475,158,"*",c("SRR5874657__09256", "SRR5874658__10407")
"8328","1",27365808,27366019,212,"*",c("SRR5874658__10408", "SRR5874657__09257")
"8329","1",27371976,27372354,379,"*",c("SRR5874658__10409", "SRR5874657__09258")
"8330","1",27373203,27373427,225,"*",c("SRR5874657__09259", "SRR5874658__10410")
"8331","1",27376592,27376867,276,"*",c("SRR5874658__10412", "SRR5874657__09260")
"8332","1",27383087,27383629,543,"*",c("SRR5874657__09261", "SRR5874658__10414")
"8333","1",27388929,27389271,343,"*",c("SRR5874657__09262", "SRR5874658__10415")
"8334","1",27389382,27389649,268,"*",c("SRR5874657__09263", "SRR5874658__10416")
"8335","1",27389777,27390101,325,"*",c("SRR5874658__10417", "SRR5874657__09264")
"8336","1",27393306,27393475,170,"*",c("SRR5874657__09265", "SRR5874658__10418")
"8337","1",27393730,27393987,258,"*",c("SRR5874658__10419", "SRR5874657__09266")
